15.6
4552	15.2
4553	13.4
4554	14.3
4555	14.8
4556	23.4
4557	24.4
4558	19.7
4559	12.8
4560	10.3
4561	13.4
4562	19.1
4563	22.0
4564	19.7
4565	15.6
4566	13.1
4567	14.3
4568	16.0
4569	16.7
4570	17.7
4571	18.4
4572	18.0
4573	15.5
4574	14.5
4575	16.6
4576	18.1
4577	18.2
4578	17.2
4579	15.2
4580	14.3
4581	15.3
4582	16.5
4583	16.8
4584	16.1
4585	16.8
4586	17.6
4587	16.7
4588	14.0
4589	14.5
4590	17.5
4591	19.6
4592	17.0
4593	13.1
4594	12.6
4595	15.1
4596	17.5
4597	18.4
4598	17.7
4599	16.0
4600	15.2
4601	16.5
4602	17.0
4603	16.7
4604	17.2
4605	16.4
4606	16.8
4607	16.1
4608	15.8
4609	14.8
4610	13.7
4611	13.7
4612	17.4
4613	21.5
4614	21.9
4615	17.4
4616	12.4
4617	11.1
4618	13.7
4619	17.6
4620	18.4
4621	16.5
4622	13.7
4623	12.7
4624	14.8
4625	18.1
4626	19.2
4627	17.0
4628	13.9
4629	14.0
4630	15.8
4631	16.5
4632	14.0
4633	11.8
4634	14.0
4635	17.9
4636	19.0
4637	16.3
4638	13.0
4639	14.7
4640	16.9
4641	15.8
4642	13.8
4643	13.4
4644	14.9
4645	16.5
4646	17.8
4647	16.8
4648	16.4
4649	14.5
4650	12.7
4651	13.3
4652	18.3
4653	21.6
4654	18.1
4655	12.5
4656	11.9
4657	14.4
4658	19.0
4659	19.2
4660	17.6
4661	16.7
4662	15.3
4663	13.5
4664	13.4
4665	17.3
4666	20.2
4667	19.2
4668	15.9
4669	15.0
4670	15.1
4671	14.1
4672	13.4
4673	16.0
4674	18.2
4675	16.8
4676	13.1
4677	12.7
4678	16.0
4679	18.9
4680	16.5
4681	12.1
4682	11.7
4683	16.2
4684	20.3
4685	19.4
4686	13.8
4687	10.7
4688	12.3
4689	16.4
4690	18.8
4691	17.8
4692	15.3
4693	14.6
4694	15.6
4695	17.0
4696	16.5
4697	14.8
4698	13.8
4699	13.8
4700	15.9
4701	16.6
4702	15.9
4703	13.9
4704	13.2
4705	14.6
4706	16.3
4707	16.1
4708	15.5
4709	15.9
4710	16.2
4711	15.4
4712	16.0
4713	17.0
4714	13.8
4715	10.8
4716	12.6
4717	20.1
4718	23.8
4719	16.9
4720	7.7
4721	6.8
4722	15.5
4723	22.6
4724	19.9
4725	12.1
4726	12.3
4727	20.9
4728	26.5
4729	16.7
4730	-1.1
4731	-6.6
4732	11.1
4733	34.2
4734	40.3
4735	21.9
4736	-1.2
4737	-5.8
4738	9.3
4739	25.6
4740	27.4
4741	17.0
4742	9.4
4743	10.6
4744	15.6
4745	17.3
4746	14.3
4747	11.8
4748	13.7
4749	17.5
4750	18.4
4751	15.8
4752	12.5
4753	10.9
4754	13.1
4755	17.2
4756	18.2
4757	15.8
4758	12.4
4759	12.8
4760	17.7
4761	20.0
4762	17.2
4763	12.0
4764	10.6
4765	16.5
4766	24.1
4767	22.5
4768	12.8
4769	6.6
4770	13.6
4771	24.7
4772	21.9
4773	8.4
4774	4.2
4775	15.4
4776	26.8
4777	20.8
4778	6.5
4779	2.7
4780	14.4
4781	24.3
4782	18.8
4783	11.1
4784	12.7
4785	19.1
4786	17.9
4787	8.7
4788	7.3
4789	16.3
4790	22.4
4791	20.2
4792	15.2
4793	14.6
4794	12.8
4795	5.4
4796	3.5
4797	14.3
4798	29.0
4799	28.0
4800	12.3
4801	0.3
4802	4.6
4803	16.6
4804	21.5
4805	17.1
4806	13.7
4807	15.3
4808	16.8
4809	13.2
4810	8.5
4811	9.4
4812	15.5
4813	21.4
4814	21.8
4815	15.8
4816	12.3
4817	11.9
4818	12.5
4819	15.2
4820	17.8
4821	17.5
4822	15.4
4823	12.5
4824	12.6
4825	14.5
4826	16.0
4827	17.0
4828	16.2
4829	14.3
4830	13.1
4831	13.1
4832	-17.7
4833	342.9
4834	2027.8
4835	3713.3
4836	4253.2
4837	5516.7
4838	6443.6
4839	6729.4
4840	8444.7
4841	9437.6
4842	10021.7
4843	11622.6
4844	11877.8
4845	12009.5
4846	13319.7
4847	13520.5
4848	13918.0
4849	15412.0
4850	15600.1
4851	15745.4
4852	16953.1
4853	17051.3
4854	17016.4
4855	18219.6
4856	18560.6
4857	18295.8
4858	19218.4
4859	19915.6
4860	19560.5
4861	20106.4
4862	21082.8
4863	20844.3
4864	20990.3
4865	22088.5
4866	22229.7
4867	22013.2
4868	22848.1
4869	23434.7
4870	23060.7
4871	23439.7
4872	24416.5
4873	24321.7
4874	24223.3
4875	25054.6
4876	25489.8
4877	25104.4
4878	25426.9
4879	26301.0
4880	26183.6
4881	25944.5
4882	26579.8
4883	27182.1
4884	26831.8
4885	26920.2
4886	27750.4
4887	27933.2
4888	27557.5
4889	27903.3
4890	28673.5
4891	28500.1
4892	28351.3
4893	29047.7
4894	29616.1
4895	29255.9
4896	29328.6
4897	30072.7
4898	30198.8
4899	29809.7
4900	30116.7
4901	30867.3
4902	30709.6
4903	30350.2
4904	30736.1
4905	31362.5
4906	31066.4
4907	30864.0
4908	31395.2
4909	31884.6
4910	31415.9
4911	31262.1
4912	31858.4
4913	32225.1
4914	31714.4
4915	31629.2
4916	32224.6
4917	32465.1
4918	31917.6
4919	31871.5
4920	32480.7
4921	32638.9
4922	32067.3
4923	32041.8
4924	32657.7
4925	32807.2
4926	32258.7
4927	32249.6
4928	32854.4
4929	32940.5
4930	32385.7
4931	32422.4
4932	33049.1
4933	33114.7
4934	32538.7
4935	32539.7
4936	33160.6
4937	33207.8
4938	32613.6
4939	32592.0
4940	33181.9
4941	33266.0
4942	32661.5
4943	32602.4
4944	33174.6
4945	33308.5
4946	32712.4
4947	32639.5
4948	33202.6
4949	33387.7
4950	32795.0
4951	32669.6
4952	33194.1
4953	33409.9
4954	32779.0
4955	32588.0
4956	33094.4
4957	33425.5
4958	32835.5
4959	32593.7
4960	33071.9
4961	33470.7
4962	32927.5
4963	32691.9
4964	33184.7
4965	33607.7
4966	33074.6
4967	32810.4
4968	33260.2
4969	33685.4
4970	33161.7
4971	32891.8
4972	33320.0
4973	33753.6
4974	33226.5
4975	32921.8
4976	33332.8
4977	33813.1
4978	33309.2
4979	32964.1
4980	33324.3
4981	33830.6
4982	33366.7
4983	33005.5
4984	33359.1
4985	33890.6
4986	33428.4
4987	33022.8
4988	33329.2
4989	33888.9
4990	33508.8
4991	33085.2
4992	33361.5
4993	33943.3
4994	33581.1
4995	33112.4
4996	33374.6
4997	34010.5
4998	33733.0
4999	33264.8
5000	33454.4
5001	34027.8
5002	33751.6
5003	33267.8
5004	33455.1
5005	34063.5
5006	33852.5
5007	33302.5
5008	33398.0
5009	33989.8
5010	33864.0
5011	33317.3
5012	33406.5
5013	34006.3
5014	33912.5
5015	33278.9
5016	33261.7
5017	33858.4
5018	33947.9
5019	33342.1
5020	33236.5
5021	33742.1
5022	33894.1
5023	33286.4
5024	33136.4
5025	33638.5
5026	33922.5
5027	33302.5
5028	33049.7
5029	33498.8
5030	33892.8
5031	33333.2
5032	33019.0
5033	33396.9
5034	33855.3
5035	33328.3
5036	32938.4
5037	33257.6
5038	33795.6
5039	33362.7
5040	32924.5
5041	33181.8
5042	33763.3
5043	33400.2
5044	32893.1
5045	33064.4
5046	33666.9
5047	33432.9
5048	32887.5
5049	32981.4
5050	33587.5
5051	33451.9
5052	32870.5
5053	32918.9
5054	33533.0
5055	33518.7
5056	32898.5
5057	32837.5
5058	33400.4
5059	33511.2
5060	32916.9
5061	32892.4
5062	33520.5
5063	33708.3
5064	33088.1
5065	32932.0
5066	33459.4
5067	33715.6
5068	33131.4
5069	32935.6
5070	33403.0
5071	33726.0
5072	33135.8
5073	32945.4
5074	33491.9
5075	33897.4
5076	33308.3
5077	32994.1
5078	33399.7
5079	33854.1
5080	33336.4
5081	32999.3
5082	33376.1
5083	33890.5
5084	33397.4
5085	33000.0
5086	33326.3
5087	33888.5
5088	33483.9
5089	33053.8
5090	33313.8
5091	33886.4
5092	33503.6
5093	32971.0
5094	33128.4
5095	33739.7
5096	33537.2
5097	32965.6
5098	33008.6
5099	33583.3
5100	33485.6
5101	32857.2
5102	32808.6
5103	33358.0
5104	33464.7
5105	32813.6
5106	32637.4
5107	33146.7
5108	33437.6
5109	32828.5
5110	32568.2
5111	33006.6
5112	33423.0
5113	32878.4
5114	32586.4
5115	33018.9
5116	33510.2
5117	33008.6
5118	32660.2
5119	33025.0
5120	33549.4
5121	33078.7
5122	32649.6
5123	32917.9
5124	33493.7
5125	33114.3
5126	32615.0
5127	32805.4
5128	33420.6
5129	33181.8
5130	32694.3
5131	32898.9
5132	33554.1
5133	33364.5
5134	32833.3
5135	32957.6
5136	33582.8
5137	33482.8
5138	32946.1
5139	33004.4
5140	33599.9
5141	33547.3
5142	32980.9
5143	33034.5
5144	33668.7
5145	33721.2
5146	33153.3
5147	33140.7
5148	33735.3
5149	33832.1
5150	33274.2
5151	33238.3
5152	33800.9
5153	33943.1
5154	33355.2
5155	33282.5
5156	33857.2
5157	34068.5
5158	33474.5
5159	33321.4
5160	33822.7
5161	34112.2
5162	33540.3
5163	33319.1
5164	33779.2
5165	34155.6
5166	33596.4
5167	33327.2
5168	33752.3
5169	34189.2
5170	33669.3
5171	33357.2
5172	33740.1
5173	34220.6
5174	33706.2
5175	33298.5
5176	33597.8
5177	34155.2
5178	33759.4
5179	33319.4
5180	33573.0
5181	34165.7
5182	33866.9
5183	33399.4
5184	33604.0
5185	34202.9
5186	33949.7
5187	33419.7
5188	33542.8
5189	34153.9
5190	34023.8
5191	33496.3
5192	33615.7
5193	34218.5
5194	34126.8
5195	33543.7
5196	33564.4
5197	34155.1
5198	34197.4
5199	33581.9
5200	33499.4
5201	34033.6
5202	34198.1
5203	33634.2
5204	33612.1
5205	34214.8
5206	34445.7
5207	33891.6
5208	33787.4
5209	34330.9
5210	34589.8
5211	34079.8
5212	33956.6
5213	34462.1
5214	34714.4
5215	34139.3
5216	33963.8
5217	34445.1
5218	34773.8
5219	34222.8
5220	33967.4
5221	34353.8
5222	34731.1
5223	34164.4
5224	33811.8
5225	34145.8
5226	34649.7
5227	34196.7
5228	33772.9
5229	34029.0
5230	34579.3
5231	34221.4
5232	33744.9
5233	33923.9
5234	34496.9
5235	34244.4
5236	33695.8
5237	33780.2
5238	34370.6
5239	34284.2
5240	33729.1
5241	33754.7
5242	34335.0
5243	34352.9
5244	33773.6
5245	33716.9
5246	34252.1
5247	34363.6
5248	33732.7
5249	33563.9
5250	34037.4
5251	34309.9
5252	33681.0
5253	33382.1
5254	33793.4
5255	34182.8
5256	33654.2
5257	33354.3
5258	33721.7
5259	34195.2
5260	33734.5
5261	33417.3
5262	33768.4
5263	34278.4
5264	33845.7
5265	33503.3
5266	33862.5
5267	34405.5
5268	33984.7
5269	33523.5
5270	33758.3
5271	34335.5
5272	34052.3
5273	33647.7
5274	33936.8
5275	34543.2
5276	34277.8
5277	33834.5
5278	34107.9
5279	34736.2
5280	34495.9
5281	34016.3
5282	34169.8
5283	34736.8
5284	34555.2
5285	34045.7
5286	34135.4
5287	34697.4
5288	34590.9
5289	34013.1
5290	34011.8
5291	34551.2
5292	34591.6
5293	34002.5
5294	33952.8
5295	34503.6
5296	34660.4
5297	34036.3
5298	33854.2
5299	34307.7
5300	34600.6
5301	34018.6
5302	33745.3
5303	34112.2
5304	34516.3
5305	33961.7
5306	33570.7
5307	33866.5
5308	34388.6
5309	33982.1
5310	33553.1
5311	33813.5
5312	34387.7
5313	34047.0
5314	33506.2
5315	33617.6
5316	34186.5
5317	34043.8
5318	33459.1
5319	33444.2
5320	33978.8
5321	34004.7
5322	33381.3
5323	33281.2
5324	33811.6
5325	34022.7
5326	33367.5
5327	33084.9
5328	33487.3
5329	33888.2
5330	33320.2
5331	32959.0
5332	33274.0
5333	33767.9
5334	33284.2
5335	32802.8
5336	33024.6
5337	33616.7
5338	33323.1
5339	32788.2
5340	32926.7
5341	33536.7
5342	33393.4
5343	32789.0
5344	32799.3
5345	33402.3
5346	33446.9
5347	32812.6
5348	32695.8
5349	33233.1
5350	33457.8
5351	32855.7
5352	32655.5
5353	33129.5
5354	33469.0
5355	32871.5
5356	32537.4
5357	32894.9
5358	33372.3
5359	32874.7
5360	32453.1
5361	32710.4
5362	33268.3
5363	32883.6
5364	32354.3
5365	32492.0
5366	33092.2
5367	32913.1
5368	32300.8
5369	32276.7
5370	32845.4
5371	32893.4
5372	32255.3
5373	32102.5
5374	32601.0
5375	32866.7
5376	32242.2
5377	31951.9
5378	32353.2
5379	32792.7
5380	32240.1
5381	31831.4
5382	32124.3
5383	32689.0
5384	32299.7
5385	31845.1
5386	32091.5
5387	32749.5
5388	32553.1
5389	32125.0
5390	32335.5
5391	32947.7
5392	32738.1
5393	32247.6
5394	32379.3
5395	32992.6
5396	32861.6
5397	32274.7
5398	32276.9
5399	32848.9
5400	32864.0
5401	32222.0
5402	32103.9
5403	32629.7
5404	32850.0
5405	32170.2
5406	31857.8
5407	32246.3
5408	32702.7
5409	32179.4
5410	31737.7
5411	31961.8
5412	32497.9
5413	32068.1
5414	31452.0
5415	31478.7
5416	32049.8
5417	31987.2
5418	31266.4
5419	31046.5
5420	31486.1
5421	31702.7
5422	30794.2
5423	29969.6
5424	29829.6
5425	30325.7
5426	30413.8
5427	29578.8
5428	28977.7
5429	29107.4
5430	29592.0
5431	29066.9
5432	28335.6
5433	28196.3
5434	28715.1
5435	28878.7
5436	28041.2
5437	27504.1
5438	27810.5
5439	28463.2
5440	28026.9
5441	27342.3
5442	27283.7
5443	27864.2
5444	27832.7
5445	27086.8
5446	26824.5
5447	27364.4
5448	27806.6
5449	27119.6
5450	26548.6
5451	26797.4
5452	27481.0
5453	27169.3
5454	26583.4
5455	26648.3
5456	27324.5
5457	27216.4
5458	26503.7
5459	26347.7
5460	27007.1
5461	27321.8
5462	26706.2
5463	26406.2
5464	26897.6
5465	27327.5
5466	26746.0
5467	26370.0
5468	26794.7
5469	27420.2
5470	26947.0
5471	26433.6
5472	26685.4
5473	27374.2
5474	27077.8
5475	26503.9
5476	26581.1
5477	27246.2
5478	27133.7
5479	26419.9
5480	26262.5
5481	26890.3
5482	27163.0
5483	26487.4
5484	26168.9
5485	26686.3
5486	27187.7
5487	26614.0
5488	26195.8
5489	26616.1
5490	27270.8
5491	26823.8
5492	26284.3
5493	26498.9
5494	27196.8
5495	26923.8
5496	26356.8
5497	26569.7
5498	27405.2
5499	27323.6
5500	26763.9
5501	26872.4
5502	27618.2
5503	27587.3
5504	27076.2
5505	27147.7
5506	27841.6
5507	27830.9
5508	27206.4
5509	27158.9
5510	27859.0
5511	28049.9
5512	27448.8
5513	27298.3
5514	27917.8
5515	28201.8
5516	27582.0
5517	27341.2
5518	27903.3
