0:00:00.011	0.7
0:00:00.011	-1.5
0:00:00.011	0.2
0:00:00.011	-0.5
0:00:00.108	2.8
0:00:00.218	-0.8
0:00:00.327	-1.5
0:00:00.436	1.8
0:00:00.548	1.1
0:00:00.655	0.1
0:00:00.764	0.7
0:00:00.876	0.3
0:00:00.984	1.0
0:00:01.097	1.5
0:00:01.204	-0.6
0:00:01.312	0.7
0:00:01.422	0.5
0:00:01.532	0.4
0:00:01.640	0.9
0:00:01.749	1.0
0:00:01.861	2.5
0:00:01.967	0.5
0:00:02.078	0.7
0:00:02.188	0.2
0:00:02.188	-0.1
0:00:02.298	0.1
0:00:02.410	-0.1
0:00:02.514	0.4
0:00:02.626	0.5
0:00:02.732	0.3
0:00:02.847	-0.8
0:00:02.953	0.1
0:00:03.063	-0.1
0:00:03.172	2.5
0:00:03.281	25.2
0:00:03.392	30.5
0:00:03.500	16.2
0:00:03.615	7.5
0:00:03.721	6.3
0:00:03.829	6.4
0:00:03.937	6.6
0:00:04.070	6.5
0:00:04.070	6.6
0:00:04.174	6.2
0:00:04.282	6.3
0:00:04.391	6.1
0:00:04.499	6.6
0:00:04.613	7.4
0:00:04.720	6.6
0:00:04.828	7.6
0:00:04.937	15.1
0:00:05.049	33.6
0:00:05.156	25.0
0:00:05.267	10.4
0:00:05.373	6.4
0:00:05.488	4.3
0:00:05.598	4.4
0:00:05.703	4.0
0:00:05.812	4.1
0:00:05.923	5.3
0:00:06.033	5.1
0:00:06.141	4.1
0:00:06.250	3.6
0:00:06.358	3.2
0:00:06.358	4.4
0:00:06.468	3.4
0:00:06.578	3.6
0:00:06.688	5.3
0:00:06.798	6.5
0:00:06.910	4.7
0:00:07.015	3.7
0:00:07.126	3.0
0:00:07.239	4.4
0:00:07.345	3.0
0:00:07.454	3.4
0:00:07.567	2.6
0:00:07.673	3.1
0:00:07.781	2.4
0:00:07.890	2.7
0:00:07.999	1.9
0:00:08.111	-18.1
0:00:08.222	-114.6
0:00:08.328	296.4
0:00:08.438	541.7
0:00:08.548	726.0
0:00:08.548	841.2
0:00:08.658	814.3
0:00:08.765	957.2
0:00:08.879	815.9
0:00:08.988	1023.8
0:00:09.095	812.1
0:00:09.204	1065.5
0:00:09.313	828.0
0:00:09.425	1062.7
0:00:09.531	852.7
0:00:09.640	1030.7
0:00:09.752	906.4
0:00:09.862	1003.2
0:00:09.971	977.6
0:00:10.078	951.8
0:00:10.188	1038.0
0:00:10.298	908.4
0:00:10.406	1091.5
0:00:10.514	875.7
0:00:10.626	1113.1
0:00:10.734	867.6
0:00:10.842	1118.0
0:00:10.842	886.0
0:00:10.952	1101.7
0:00:11.061	925.4
0:00:11.172	1070.7
0:00:11.281	987.6
0:00:11.390	1041.0
0:00:11.502	1050.5
0:00:11.613	988.5
0:00:11.723	1100.4
0:00:11.828	933.8
0:00:11.941	1132.6
0:00:12.047	911.1
0:00:12.159	1160.8
0:00:12.267	902.0
0:00:12.373	1164.2
0:00:12.489	928.2
0:00:12.595	1154.9
0:00:12.703	968.2
0:00:12.812	1111.4
0:00:12.922	1003.8
0:00:13.033	1045.2
0:00:13.033	1055.7
0:00:13.142	985.6
0:00:13.249	1104.8
0:00:13.362	935.5
0:00:13.468	1136.0
0:00:13.577	899.6
0:00:13.688	1151.2
0:00:13.798	898.1
0:00:13.909	1140.0
0:00:14.016	912.3
0:00:14.129	1109.5
0:00:14.234	959.6
0:00:14.345	1069.6
0:00:14.452	1020.9
0:00:14.567	1020.1
0:00:14.672	1079.5
0:00:14.783	961.3
0:00:14.890	1126.6
0:00:15.001	929.4
0:00:15.112	1165.1
0:00:15.221	905.9
0:00:15.221	1151.9
0:00:15.329	902.6
0:00:15.437	1120.9
0:00:15.545	928.3
0:00:15.654	1086.2
0:00:15.767	988.8
0:00:15.876	1029.9
0:00:15.986	1039.1
0:00:16.098	971.9
0:00:16.202	1099.5
0:00:16.313	927.0
0:00:16.425	1136.0
0:00:16.534	899.2
0:00:16.640	1154.8
0:00:16.754	902.9
0:00:16.860	1146.0
0:00:16.972	925.2
0:00:17.080	1111.7
0:00:17.190	974.4
0:00:17.297	1057.1
0:00:17.405	1029.6
0:00:17.516	995.1
0:00:17.516	1086.3
0:00:17.627	948.2
0:00:17.733	1144.7
0:00:17.847	916.5
0:00:17.953	1150.3
0:00:18.061	893.3
0:00:18.173	1154.4
0:00:18.281	922.3
0:00:18.389	1123.1
0:00:18.504	952.2
0:00:18.611	1050.9
0:00:18.722	1002.6
0:00:18.830	989.9
0:00:18.936	1064.0
0:00:19.047	655.3
0:00:19.156	185.3
0:00:19.265	68.0
0:00:19.377	11.3
0:00:19.489	13.2
0:00:19.598	0.2
0:00:19.598	0.5
0:00:19.703	-0.8
0:00:19.812	-0.7
0:00:19.925	-2.5
0:00:20.030	-0.1
0:00:20.141	-1.9
0:00:20.249	-1.4
0:00:20.362	-1.2
0:00:20.472	-2.2
0:00:20.579	-1.5
0:00:20.686	-1.9
0:00:20.797	-1.8
0:00:20.907	-1.2
0:00:21.018	-1.3
0:00:21.125	-1.4
0:00:21.240	-2.2
0:00:21.345	-1.8
