0.00	0.00	0.9
1.00	15000.00	0.3
2.00	15749.53	56.7
3.00	16496.25	314.8
4.00	17237.37	762.6
5.00	17970.12	1555.7
6.00	18691.76	2342.4
7.00	19399.62	3230.3
8.00	20091.09	4326.0
9.00	20763.65	5474.4
10.00	21414.85	6655.2
11.00	22042.34	7909.2
12.00	22643.91	9239.7
13.00	23217.45	10615.0
14.00	23760.99	12004.8
15.00	24272.69	13414.5
16.00	24750.90	14810.7
17.00	25194.07	16171.3
18.00	25600.86	17529.2
19.00	25970.08	18871.7
20.00	26300.72	20155.4
21.00	26591.96	21369.8
22.00	26843.14	22514.0
23.00	27053.80	23581.7
24.00	27223.66	24559.4
25.00	27352.65	25450.9
26.00	27440.84	26221.1
27.00	27488.52	26859.1
28.00	27496.16	27422.8
29.00	27464.38	27972.1
30.00	27394.02	28322.8
31.00	27286.03	28575.4
32.00	27141.59	28893.1
33.00	26961.97	28915.7
34.00	26748.62	29055.7
35.00	26503.15	28992.1
36.00	26227.25	28975.1
37.00	25922.77	28776.5
38.00	25591.66	28665.4
39.00	25235.97	28289.4
40.00	24857.82	28164.8
41.00	24459.44	27614.8
42.00	24043.10	27348.6
43.00	23611.13	26926.1
44.00	23165.89	26314.1
45.00	22709.79	26077.1
46.00	22245.24	25438.3
47.00	21774.64	24779.4
48.00	21300.40	24526.8
49.00	20824.91	23828.1
50.00	20350.50	23056.4
51.00	19879.48	22746.7
52.00	19414.08	22161.3
53.00	18956.47	21259.3
54.00	18508.74	20779.4
55.00	18072.89	20460.6
56.00	17650.82	19586.2
57.00	17244.31	18843.6
58.00	16855.04	18687.1
59.00	16484.55	18033.5
60.00	16134.25	17159.0
61.00	15805.42	16969.4
62.00	15499.20	16574.9
63.00	15216.55	15720.9
64.00	14958.32	15480.6
65.00	14725.17	15226.9
66.00	14517.64	14483.9
67.00	14336.08	14354.3
68.00	14180.70	14086.4
69.00	14051.54	13468.1
70.00	13948.51	13558.2
71.00	13871.34	13160.9
72.00	13819.62	12930.9
73.00	13792.81	12952.8
74.00	13790.21	12528.5
75.00	13811.00	12725.2
76.00	13854.21	12389.0
77.00	13918.78	12556.3
78.00	14003.52	12426.2
79.00	14107.15	12536.2
80.00	14228.26	12527.6
81.00	14365.40	12648.2
82.00	14517.00	12710.6
83.00	14681.46	12898.4
84.00	14857.12	12955.3
85.00	15042.24	13236.6
86.00	15235.08	13288.6
87.00	15433.88	13682.1
88.00	15636.83	13719.1
89.00	15842.18	14164.4
90.00	16048.13	14297.0
91.00	16252.94	14634.5
92.00	16454.88	14927.5
93.00	16652.27	15120.0
94.00	16843.49	15558.0
95.00	17026.98	15660.1
96.00	17201.23	16072.9
97.00	17364.83	16279.1
98.00	17516.47	16524.9
99.00	17654.90	16873.3
100.00	17778.99	16976.7
101.00	17887.74	17392.5
102.00	17980.23	17483.4
103.00	18055.68	17783.6
104.00	18113.44	17942.0
105.00	18152.95	18072.6
106.00	18173.83	18320.0
107.00	18175.79	18308.9
108.00	18158.69	18586.5
109.00	18122.53	18489.6
110.00	18067.42	18754.4
111.00	17993.63	18602.3
112.00	17901.52	18838.9
113.00	17791.60	18644.2
114.00	17664.50	18826.3
115.00	17520.97	18550.7
116.00	17361.84	18697.5
117.00	17188.08	18370.1
118.00	17000.75	18456.5
119.00	16800.97	18153.0
120.00	16590.00	18080.5
121.00	16369.12	17891.3
122.00	16139.70	17562.8
123.00	15903.18	17563.4
124.00	15661.01	17051.3
125.00	15414.73	17074.7
126.00	15165.85	16643.7
127.00	14915.93	16335.3
128.00	14666.55	16248.6
129.00	14419.24	15634.1
130.00	14175.56	15637.8
131.00	13937.03	15219.1
132.00	13705.12	14790.5
133.00	13481.30	14785.0
134.00	13266.93	14168.3
135.00	13063.36	14077.6
136.00	12871.81	13843.9
137.00	12693.49	13290.2
138.00	12529.46	13383.7
139.00	12380.72	12887.8
140.00	12248.15	12671.5
141.00	12132.54	12634.5
142.00	12034.54	12107.0
143.00	11954.70	12231.8
144.00	11893.44	11853.7
145.00	11851.06	11722.9
146.00	11827.71	11721.8
147.00	11823.44	11327.9
148.00	11838.15	11516.5
149.00	11871.60	11141.0
150.00	11923.43	11306.9
151.00	11993.15	11150.2
152.00	12080.15	11196.2
153.00	12183.67	11202.8
154.00	12302.85	11183.4
155.00	12436.70	11342.3
156.00	12584.14	11310.6
157.00	12743.97	11505.1
158.00	12914.88	11504.5
159.00	13095.51	11731.9
160.00	13284.36	11805.1
161.00	13479.91	12007.1
162.00	13680.55	12195.7
163.00	13884.61	12352.2
164.00	14090.37	12669.1
165.00	14296.11	12754.5
166.00	14500.04	13174.2
167.00	14700.40	13242.8
168.00	14895.39	13669.4
169.00	15083.23	13808.7
170.00	15262.17	14088.0
171.00	15430.48	14387.6
172.00	15586.48	14513.6
173.00	15728.53	14923.6
174.00	15855.05	14989.0
175.00	15964.56	15379.6
176.00	16055.63	15510.8
177.00	16126.95	15744.9
178.00	16177.28	15976.0
179.00	16205.51	16044.6
180.00	16210.66	16356.1
181.00	16191.86	16314.3
182.00	16148.37	16628.2
183.00	16079.58	16508.9
184.00	15985.06	16774.8
185.00	15864.47	16616.9
186.00	15717.68	16820.2
187.00	15544.68	16576.4
188.00	15345.61	16751.3
189.00	15120.81	16440.8
190.00	14870.72	16588.2
191.00	14595.99	16204.6
192.00	14297.38	16269.1
193.00	13975.83	15927.9
194.00	13632.43	15709.9
195.00	13268.41	15572.1
196.00	12885.12	14962.4
197.00	12484.07	14965.4
198.00	12066.91	14450.0
199.00	11635.37	13907.2
